log_msg_len,type_id,timestamp,Version,Num Subpkt,Subpacket ID,Subpacket Version,Subpacket Size,Num RBs,RLC PDCP Q Full Count,RLCDL Error Count,RBs,Rb Cfg Idx,Mode,Num RST,Num Data PDU,Data PDU Bytes,Num Status Rxed,Status Rxed Bytes,Num Invalid PDU,Invalid PDU Bytes,Num Retx PDU,Retx PDU Bytes,Num Dup PDU,Dup PDU Bytes,Num Dropped PDU,Dropped PDU Bytes,Num Dropped PDU FC,Dropped PDU Bytes FC,Num SDU,Num SDU Bytes,Num NonSeq SDU,Num Ctrl PDU,Num Complete NACK,Num Segments NACK,Num t_reorder Expired,Num t_reorder Start,Num Missed UM PDU,Num Data PDU Rst,Data PDU Bytes Rst,Num Status Rxed Rst,Status Rxed Bytes Rst,Num Invalid PDU Rst,Invalid PDU Bytes Rst,Num Retx PDU Rst,Retx PDU Bytes Rst,Num Dup PDU Rst,Dup PDU Bytes Rst,Num Dropped PDU Rst,Dropped PDU Bytes Rst,Num Dropped PDU FC Rst,Dropped PDU Bytes FC Rst,Num SDU Rst,Num SDU Bytes Rst,Num NonSeq SDU Rst,Num Ctrl PDU Rst,Num Complete NACK Rst,Num Segments NACK Rst,Num t_reorder Expired Rst,Num t_reorder Start Rst,Num Missed UM PDU Rst,Rb Cfg Idx,Mode,Num RST,Num Data PDU,Data PDU Bytes,Num Status Rxed,Status Rxed Bytes,Num Invalid PDU,Invalid PDU Bytes,Num Retx PDU,Retx PDU Bytes,Num Dup PDU,Dup PDU Bytes,Num Dropped PDU,Dropped PDU Bytes,Num Dropped PDU FC,Dropped PDU Bytes FC,Num SDU,Num SDU Bytes,Num NonSeq SDU,Num Ctrl PDU,Num Complete NACK,Num Segments NACK,Num t_reorder Expired,Num t_reorder Start,Num Missed UM PDU,Num Data PDU Rst,Data PDU Bytes Rst,Num Status Rxed Rst,Status Rxed Bytes Rst,Num Invalid PDU Rst,Invalid PDU Bytes Rst,Num Retx PDU Rst,Retx PDU Bytes Rst,Num Dup PDU Rst,Dup PDU Bytes Rst,Num Dropped PDU Rst,Dropped PDU Bytes Rst,Num Dropped PDU FC Rst,Dropped PDU Bytes FC Rst,Num SDU Rst,Num SDU Bytes Rst,Num NonSeq SDU Rst,Num Ctrl PDU Rst,Num Complete NACK Rst,Num Segments NACK Rst,Num t_reorder Expired Rst,Num t_reorder Start Rst,Num Missed UM PDU Rst,Rb Cfg Idx,Mode,Num RST,Num Data PDU,Data PDU Bytes,Num Status Rxed,Status Rxed Bytes,Num Invalid PDU,Invalid PDU Bytes,Num Retx PDU,Retx PDU Bytes,Num Dup PDU,Dup PDU Bytes,Num Dropped PDU,Dropped PDU Bytes,Num Dropped PDU FC,Dropped PDU Bytes FC,Num SDU,Num SDU Bytes,Num NonSeq SDU,Num Ctrl PDU,Num Complete NACK,Num Segments NACK,Num t_reorder Expired,Num t_reorder Start,Num Missed UM PDU,Num Data PDU Rst,Data PDU Bytes Rst,Num Status Rxed Rst,Status Rxed Bytes Rst,Num Invalid PDU Rst,Invalid PDU Bytes Rst,Num Retx PDU Rst,Retx PDU Bytes Rst,Num Dup PDU Rst,Dup PDU Bytes Rst,Num Dropped PDU Rst,Dropped PDU Bytes Rst,Num Dropped PDU FC Rst,Dropped PDU Bytes FC Rst,Num SDU Rst,Num SDU Bytes Rst,Num NonSeq SDU Rst,Num Ctrl PDU Rst,Num Complete NACK Rst,Num Segments NACK Rst,Num t_reorder Expired Rst,Num t_reorder Start Rst,Num Missed UM PDU Rst,Rb Cfg Idx,Mode,Num RST,Num Data PDU,Data PDU Bytes,Num Status Rxed,Status Rxed Bytes,Num Invalid PDU,Invalid PDU Bytes,Num Retx PDU,Retx PDU Bytes,Num Dup PDU,Dup PDU Bytes,Num Dropped PDU,Dropped PDU Bytes,Num Dropped PDU FC,Dropped PDU Bytes FC,Num SDU,Num SDU Bytes,Num NonSeq SDU,Num Ctrl PDU,Num Complete NACK,Num Segments NACK,Num t_reorder Expired,Num t_reorder Start,Num Missed UM PDU,Num Data PDU Rst,Data PDU Bytes Rst,Num Status Rxed Rst,Status Rxed Bytes Rst,Num Invalid PDU Rst,Invalid PDU Bytes Rst,Num Retx PDU Rst,Retx PDU Bytes Rst,Num Dup PDU Rst,Dup PDU Bytes Rst,Num Dropped PDU Rst,Dropped PDU Bytes Rst,Num Dropped PDU FC Rst,Dropped PDU Bytes FC Rst,Num SDU Rst,Num SDU Bytes Rst,Num NonSeq SDU Rst,Num Ctrl PDU Rst,Num Complete NACK Rst,Num Segments NACK Rst,Num t_reorder Expired Rst,Num t_reorder Start Rst,Num Missed UM PDU Rst
1080,LTE_RLC_DL_Stats,2021-11-29 19:06:53.562040,1,1,66,3,1064,4,0,0,,33,AM,0,3,247,11,22,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,3,247,11,22,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,9542,13678188,431,862,0,0,14,15877,0,0,4,6950,0,0,11760,13635385,0,425,10,0,2,116,0,9542,13678188,431,862,0,0,14,15877,0,0,4,6950,0,0,11760,13635385,0,425,10,0,2,116,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:05:50.244422,1,1,66,3,1064,4,0,0,,33,AM,0,2,174,5,10,0,0,0,0,0,0,0,0,0,0,3,168,0,2,0,0,0,0,0,2,174,5,10,0,0,0,0,0,0,0,0,0,0,3,168,0,2,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:06:18.991630,1,1,66,3,1064,4,0,0,,33,AM,0,3,247,7,14,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,3,247,7,14,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,4502,4693557,186,372,0,0,14,15877,0,0,3,6734,0,0,4269,4672424,0,192,10,0,2,54,0,4502,4693557,186,372,0,0,14,15877,0,0,3,6734,0,0,4269,4672424,0,192,10,0,2,54,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:06:35.546652,1,1,66,3,1064,4,0,0,,33,AM,0,3,247,9,18,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,3,247,9,18,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,8797,12938321,338,676,0,0,14,15877,0,0,4,6950,0,0,10991,12897988,0,343,10,0,2,108,0,8797,12938321,338,676,0,0,14,15877,0,0,4,6950,0,0,10991,12897988,0,343,10,0,2,108,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:06:48.061656,1,1,66,3,1064,4,0,0,,33,AM,0,3,247,10,20,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,3,247,10,20,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,9513,13674304,420,840,0,0,14,15877,0,0,4,6950,0,0,11734,13631561,0,417,10,0,2,116,0,9513,13674304,420,840,0,0,14,15877,0,0,4,6950,0,0,11734,13631561,0,417,10,0,2,116,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:06:27.421298,1,1,66,3,1064,4,0,0,,33,AM,0,3,247,8,16,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,3,247,8,16,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,7615,10865775,261,522,0,0,14,15877,0,0,4,6950,0,0,9225,10825167,0,272,10,0,2,97,0,7615,10865775,261,522,0,0,14,15877,0,0,4,6950,0,0,9225,10825167,0,272,10,0,2,97,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:06:44.311660,1,1,66,3,1064,4,0,0,,33,AM,0,3,247,10,20,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,3,247,10,20,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,9480,13670720,412,824,0,0,14,15877,0,0,4,6950,0,0,11704,13628043,0,408,10,0,2,116,0,9480,13670720,412,824,0,0,14,15877,0,0,4,6950,0,0,11704,13628043,0,408,10,0,2,116,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:06:24.581474,1,1,66,3,1064,4,0,0,,33,AM,0,3,247,8,16,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,3,247,8,16,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,5964,6356967,243,486,0,0,14,15877,0,0,4,6950,0,0,5688,6328300,0,250,10,0,2,73,0,5964,6356967,243,486,0,0,14,15877,0,0,4,6950,0,0,5688,6328300,0,250,10,0,2,73,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:05:42.482566,1,1,66,3,1064,4,0,0,,33,AM,0,2,174,5,10,0,0,0,0,0,0,0,0,0,0,3,168,0,2,0,0,0,0,0,2,174,5,10,0,0,0,0,0,0,0,0,0,0,3,168,0,2,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,14,4323,10,20,0,0,0,0,0,0,0,0,0,0,12,4291,0,8,0,0,0,0,0,14,4323,10,20,0,0,0,0,0,0,0,0,0,0,12,4291,0,8,0,0,0,0,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,LTE_RLC_DL_Stats,2021-11-29 19:06:39.495036,1,1,66,3,1064,4,0,0,,33,AM,0,3,247,9,18,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,3,247,9,18,0,0,0,0,0,0,0,0,0,0,4,239,0,3,0,0,0,0,0,34,AM,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,4,AM,0,9398,13650306,385,770,0,0,14,15877,0,0,4,6950,0,0,11629,13607837,0,385,10,0,2,116,0,9398,13650306,385,770,0,0,14,15877,0,0,4,6950,0,0,11629,13607837,0,385,10,0,2,116,0,5,AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
